text,label
i am still waiting for a refund,51
what is the estimated wait time for transfers from the us?,67
i tried making an update to my balance using cheque just yesterday but it doesn ' t appear to have worked. should this not be a,6
i cannot get my disposable virtual card to work,72
can you explain why i was charged extra when i used the card?,15
i see a direct debit transaction in the app that is not mine,28
i look but i see no virtual card. why is that?,40
when will my card be activated?,0
i am just waiting on the completion of the transaction.,66
im waiting for my transaction to go through.,66
hello i have a uk account. can you please check if everything is alright with it? i made a transfer a couple hours ago but it,5
how do i exchange usd to gbp?,33
how do i freeze my account?,22
do you know the reason why my card payment was declined?,25
i have no idea why my card payment did not work.,25
i ' m tired of all the problems i ' ve had. i want to quit this account!,55
"card payment was declined, do you know why?",25
i deposited cash into my account and i ' m having trouble seeing it on my account.,6
the app says that i got cash in an atm and i didn ' t,20
my address has changed. how do i report it?,30
how come there is a duplicate charge on my card?,63
show me how can my friends top up my account.,62
why is it i am charged an extra fee when i use the atm?,19
tell me where i can find the auto top up feature and a little bit about it please.,4
why is verification for my identity needed?,74
where can i find information about where my money came from?,70
it seems i ' ve suddenly been charged for my recent atm cash withdrawal. what ' s up with that? i though withdrawals are free,19
how do i link one of your card that i already have?,13
my money is nowhere to be found? i talked up earlier and seen it. now it has vanished. what is going on?,61
how do i know where my money comes from?,70
where do i find my card pin?,38
"my beneficiary is not allowed, please may i have answer as to why this is?",7
what are the charges for topping up us card?,57
i do not have the information to verify my identify.,68
can you tell me why my credit card was declined while trying to top - up?,59
i wanted to know why my transaction didn ' t go through.,27
how long until i see a cash withdrawal?,46
i need to withdraw money. where can i do that?,3
i made a payment that ' s pending. will it go through?,45
you did not give me the correct exchange rate for an item that i bought.,17
i sent some money and the receiver can ' t access it.,66
please inform me how to get a new card as mine is about to expire.,9
"last saturday, i was charged extra for the exchange rate on my payment. is something wrong?",17
what to do if my physical card is not working?,14
my transfer has been declined.,27
how do i go about cancelling a transaction?,8
how many times can i use a virtual card?,29
"hi, one of payment is still coming as pending for which i have already paid by card. i guess it did not processed, could you",45
i need to update my phone number.,30
"i don ' t like the services, please close my account",55
do you ship your cards anywhere?,43
"my phone was stolen, what can i do?",42
"i lost my phone, what should i do?",42
is there a limit on top - ups?,60
a while ago i requested a refund from a seller. i keep checking my statement but i have not been refunded yet. i,51
what is the procedure for depositing a virtual card,37
am i able to use apple pay?,2
how do i get selected for a visa card?,73
i checked my statement and am being charged one pound. where did this charge come from?,34
is there a top - up limit that i have to stay under during a given period of time?,60
"for some reason, i ' m unable to transfer funds.",7
"i locked myself out of my account, how do i unblock my pin?",49
i see a cash withdrawal in the app that i did not do.,20
why did i get charged a fee on my card?,15
can i get a disposable card? how many can i have? how often can i use them?,29
how can i go about getting a disposable virtual card?,37
can i have a second card?,39
do international transfers take longer?? i made a transfer from france 2 days ago but it ' s still not there yet...,5
atm ate my card,18
which cards do you support for top up?,54
how do i change gbp to aud?,33
explain the interbank exchange rate,32
"my funds are low, can i auto top up?",4
"if i need delivery on a certain day, is that something that could be accommodated?",12
how limited is a virtual card?,29
let me know what the steps for the identity checks are,69
when will i receive a us transfer,67
what is a virtual and how do i get one,40
the atm machine ate my card.,18
"so my top - up failed, could you tell me why?",59
i exchanged cash when traveling and the rate was incorrect.,76
"i reside in the us, but i want a card.",24
when will my transfer move out of pending stage?,48
you did not apply the correct exchange rate for an item that i bought.,17
"hi, i don ' t know what ' s going on i ' ve just paid for my top up twice by accident can you help me",61
can you tell me how transferring money into my account works?,65
"in my app, a direct debit payment i didn ' t do shows in my app",28
why is there a charge for my transfer?,64
can i order another card?,39
when will i see the cash i deposited this morning as available?,6
what steps do i do to transfer money using my credit card?,62
how do i find the refund on my statement?,51
"my pin got blocked, help.",49
was i charged more than i should of been for a currency exchange?,17
i can ' t pull my card out of the atm. help me.,18
i need a refund on an item i have not received. am i able to simply cancel the payment? i don ' t know how,52
i cancelled my card payment,53
what is going on? my balance still hasn ' t updated and it has been two weeks since i deposited my money!,6
why isn ' t my money from a check deposit showing?,6
why hasn ' t my top - up finished pending yet?,47
"i may no longer need gbp, but instead i will need aud, how can i go about making this change?",33
the atm keeps rejecting my payment. i tried two different atms but did not work. can you please check if everything is okay with my,26
why was a charged just for transferring?,64
"hi, i was looking over my card receipts for the past week and i realize i had a charge put through two times for the same single",63
some cash is showing up in my app that i did not get.,20
i need to renew a card that ' s about to expire,9
should i add money via bank transfer instead,57
the account transfer i was trying to do failed.,7
i payed my rent to my landlord a few days ago and he is saying the it never went though. everything looks good to me and,66
where is the top - up verification code?,71
i got cash and was charged a fee that shouldn ' t be there!,19
i added money but my top - up wasn ' t processed by the app.,59
"while abroad i got cash, and a wrong exchange rate was applied.",76
i want to use my card. how do i activate it?,0
i need my card soon.,12
i would like to get both mastercard and visa card from you if that ' s possible.,73
i entered my pin in wrong and got it frozen. how many tries do i have,26
do transfers from europe take longer?,67
i noticed the currency exchange rate was incorrect after paying for something in a foreign country.,17
my top up is giving me problems. what is wrong with it?,59
somebody used my card without my knowledge!,22
did my refund go through? it ' s not on my statement.,51
"cancel my transfer, please.",8
please cancel the transaction,8
"phone is gone, dont want others to access account information",42
how do i link the new card that i just got from you guys?,13
can i choose what card i can use,73
i want a refund for my purchase,52
why isn ' t my contactless not working?,23
it didnt work when i tried to pay contactless at the bus today. why?,23
"i tried to get money out of an atm in notting hill earlier, but it didn ' t work. is my card actually working?",26
will i receive a new card when mine expires?,9
i want to use bank transfer for topping up my account. how is it handled?,65
i don ' t need to transfer anymore and i want to cancel it.,8
whats the process of tranfering money into an account?,65
i think my account has been hacked there are charges on there i don ' t recognize.,22
do i have to go to the bank to change my pin?,21
why does a top - up need to be verify?,71
do you charge a fee on currency exchange?,31
what is the next step if my card is about to expire.,9
how long will it take to transfer something to china urgently?,67
i need to find out where the card is that i ordered.,11
there is a direct debit that looks suspicious.,28
somehow i am missing my card. what should i do?,41
am afraid someone may have gained access to the info on my card.,22
is there any limits i should know about if i ' m going to use a disposable virtual card?,29
is it possible to top up with google pay?,2
i have an unknown direct debit payment on my account,28
am i allowed to use any card to make a payment?,73
please help revert my transaction from this morning.,8
what ' s taking so long for this payment to go through?,45
i dont have identification,68
transferring money in 2018 to another country shouldn ' t take this long. my transfer has been pending for too long. i verified my account details,48
how do i get a visa card?,73
why is it necessary to verify the top up?,71
how do i top up my money automatically,4
i did not have the right exchange rate applied to my situation of pulling out cash,76
will i be charged for topping up my account using a bank transfer?,56
the machine gave me the wrong amount of cash.,75
i ' d like to open an account for my kids can i do that?,1
is it possible to get a refund?,52
i made a bank transfer and my account balance did not show it.,5
i want to be sure that everything is okay here. i just made a transfer from a uk account and it is still not showing up.,5
"i transferred money to another country several days ago, but my transaction is still pending. i have checked that the accounts are keyed in correctly",48
i would like to change my pin but i am not currently in the country.,21
"apple pay is not accepting my american express card, can you assist me with this problem?",2
"i need to transfer money into my account, and i don ' t know how to do that.",65
can you tell me why my refund is not showing in my statement?,51
what are all the currencies and cards supported to use this?,54
what is this extra fee while i was doing a transfer?,64
i ' d like to transfer funds using my credit card.,62
i think there has been a mistake on my exchange rate for this purchase.,17
i cannot find my card pin,38
how do i set up auto top - up?,4
"i tried to add a topup to my account but the money isn ' t there, anymore. did i do something wrong?",61
how can i use american express to add funds to my account?,54
i made a cash withdrawal and it is still listed as a pending transaction.,46
"if i lost my phone, how can i stop someone from accessing my account through the app?",42
can i get a card? i live in the us.,24
where can i go to get a virtual card?,40
why am i charged a fee when using my debit or credit card?,15
i need to be made aware when i am being charged an extra amount for payments please. i looked over the app earlier and noticed an additional,15
did you deactivate my card it ' s not working anymore,14
i believe there is a mistake because a payment i didn ' t make shows in my app.,16
how do i avoid a fee to use an atm?,19
can i have money in more than one currency in my account?,36
can i track when my card will be delivered?,11
why was i charged a fee when i paid with card?,15
"hi there, i ' ve tried to make a transfer 5 different times and its not working. is your system down or something?",35
"i want to block my card or deactivate it or something, it ' s been stolen and i don ' t want it misused",41
a fee was charged for my recent withdrawal.,19
can you explain to me why a cash withdrawal shows up as pending?,46
"i know i entered the right info, but my top up isn ' t in my balance",62
i can ' t get the virtual card to work,72
one of my card payments looks like it ' s stuck but i have made the payment days ago. how long until the payment will be applied,45
"stolen phone, what should i do",42
"i ' d like to make a sepa transfer to my account, but will i be charged?",56
i just realized i made the wrong transaction yesterday. would you please make it correct? i need it by tomorrow.,8
explain why a card payment would be cancelled?,53
"i want to start using my card, how do i activate it?",0
how do i know what my pin is?,38
how does it work when i transfer money into my account?,65
"it ' s been over a month and i still haven ' t received my goods! i ordered a pencil for crying out loud, it '",52
i think my card is being used by someone else to make purchases that i didn ' t authorize! i checked my account and see that,16
i lost my phone and need help so someone doesn ' t access my account.,42
how long will it take for me to get my card?,11
i know i ' m getting a new card but would like know when i can expect to receive it.,11
will my pin number be sent with my card?,38
my card is missing.,41
"can i change my pin at atms? if so, what ones?",21
are money transfers free?,64
where are you present globally?,24
is there any cost to change foreign money to local?,31
can you tell me about the exchange fee?,31
where do i find the auto top up option?,4
what does it mean when it says that i have a payment that is pending?,45
i can ' t remember my passcode.,44
are there steps to see where my funds come from?,70
"is my card working? it ' s the first time i tried using it i tried to get money out of an atm, but got nothing",26
please tell me how to get a card if i reside in the us.,24
how long will it take for my transfer to stop pending,48
"since i got married, i need to change my name.",30
i don ' t understanfd how to top up,62
my transfer appeared not to work.,35
the app reverted what i topped up.,61
how do i pay by check?,58
is there anyway to bypass identity verification?,74
the atm i ' m standing in front of only gave me 10 pounds rather than the 30 pounds i wanted. the app shows i took out,75
"if you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.",0
can i verify my identity i the app,69
"hello, i ' m having trouble with my card, i don ' t understand what ' s happening, i tried using the atm machine earlier",46
the exchange rate i was charged for a purchase was not right.,17
how much can i top up on my card?,60
do yo charge a fee for exchanging foreign currencies?,31
where ' s my virtual card,40
"i put cash in my account, but i don ' t see it.",6
"i just bought an item and would like to stop payment, is this possible? the item has not been received yet.",52
i don ' t recognize a debit payment that was made and would like to find out about the payment.,28
what ' s the card you sent me ' s tracking number?,11
why are there fees for using a card?,15
"i recently purchased something, and the exchange rate was wrong.",17
what are the details of disposable card limitations?,29
how to unblock my pin?,49
i ' m still waiting on my card to be delivered.,11
where did the extra fee on my statement come from?,34
a direct debit payment that i didn ' t authorise shows up in my app.,28
my wallet was just stolen and i see my account already has a withdrawal. can you please help me.,20
how do i cancel my card? there are charges on my account that i didn ' t make.,20
how long does it take for a new card to ship?,11
how come i can see an extra charge for my transfer?,64
in what places can i use my card?,10
"i made a transfer and the receiver said they haven ' t actually received the right amount, but it ' s a bit less. now i",64
after depositing a cheque my balance did not change.,6
i need to get some more physical cards.,39
do you use mastercard or visa?,73
do top - ups have limits?,60
"i am dissatisfied, i would like to close my account.",55
what do i need to verify my identity,69
i recently made a transfer but i need to cancel it as soon as possible. please let me know when this happens.,8
i believe my card payment exchange rate is incorrect.,17
what is the exchange fee?,31
how can i order a card?,43
"show me how to link the new card,",13
why am i charged an extra fee on my card?,15
where in the european union can i get a card?,24
how can i change my old pin to a new one?,21
"if you are waiting for verification, it can take 10 minutes to 60 minutes to get results. you will hear from us once we have it",68
is there a top - up limit?,60
how would my friend be able to send me money?,50
is it possible to change my pin?,21
why is my top - up showing as cancelled?,61
why do i see an extra £1 charge on my statement?,34
verifying top - up cards necessary?,71
my id won ' t be verified!,68
please help me. my disposable virtual card won ' t work right.,72
i am not comfortable verifying my indentity.,74
i ' m expecting to see a cash withdrawal but i ' m still waiting.,46
what currencies can i hold money in?,36
what can i use a virtual disposable card for?,29
i made a transaction this morning and would like to revert it.,8
the exchange rate for my cash withdrawal was incorrect,76
i would like a virtual card - where can i purchase one?,40
i am getting continuous failure for all my transfers. i have cross checked each recipient detail again and again and everything is correct.,27
i made a payment but the app gave the money back.,53
some cash shows up on my app.,20
how do i link to my credit card with you?,13
do eu transfers happen quickly? i purchased something a few days ago and the seller hasn ' t received my money yet.,48
can i have it add money at certain time intervals when i travel?,4
why can ' t i transfer to a beneficiary?,7
why hasn ' t my money transfer shown up yet?,5
what do i have to do to change my name?,30
unsure how to provide my identity.,68
how do i verify a top - up?,71
is there a way to see where my money originally came from?,70
"hey i want to get a refund on something i bought, but not sure how to go about it. can you please just cancel the",52
"i only received $ 20, but i requested $ 100.",75
what is the extra fee that was added when i used the card?,15
"hello i made a bank account transfer from the uk. the transfer was a couple hours ago, nothing has shown up yet. can you check",5
i didn ' t get all the money i asked for,75
transfer has failed.,35
the exchange rate for case abroad is applied wrong.,76
how can i transfer money from an outside bank?,65
"your service is terrible,. delete my account,",55
is there a fee for exchanging currencies?,31
i want to transfer money into my account,65
why was my card payment declined?,25
my transfer failed. help!,35
i put the wrong pin too many times and now it is blocked. can you help me unblock it?,49
how do i know if i need a disposable card?,37
"i am interested in giving a second card to my daughter, how can i make this happen?",39
"hi, i have been overcharged for my payment last saturday. i guess exchange rate was wrong.",17
why are my transfers getting declined? i havent had a problem in the past.,27
i ' m really upset because i made a typo during a transfer and now i ' ve sent money to the wrong account. i can,8
is it possible to exchange usd and gbp on the app?,33
"the expiration date on my card is very soon, and i need to get a new one. what are the price and delivery options for",9
"how long should a transfer normally take to process completely? i have a friend that needs it right away, but it ' s already been 2",66
i need help with some transactions in my account that i dont recognize or remember purchasing. im not sure if the name is just different or,16
is there a reason that my payment didnt go through,25
seems like my top up has been cancelled,61
"i am having trouble doing a transfer. a "" decline "" message appears after making the transfer.",27
"i need to exchange my gbp to aud, how would i do this?",33
what do i do if i ' ve been charged twice for the same transaction?,63
how do i know where i can get money withdrawn?,3
what is the maximum times i can auto top - up?,4
i ' m suddenly getting an error while attempting a transfer that it isn ' t possible. why? i ' ve done it before.,7
why is my card payment still listed as pending?,45
"i am having a slight problem with my american express in apple play, can you help me fix the problem with top up?",2
what should i do if my phone is lost or stolen?,42
are there age requirements,1
how long does it take for an international transfer into my account?,5
i can ' t find the auto - top up option.,4
what are the fees for a physical card?,43
"three months ago i bought a new house for my cat, fluffy. unfortunately fluffy was not a fan of the house and it had to be",51
what is the fee on my statement for?,34
my card has not come in the mail yet.,11
can i change my pin remotely?,21
"how many virtual cards can i have, i want 8",40
what steps can i take if someone else is using my card?,22
why would i be declined if i had money iin my account,26
i don ' t see my card anywhere in the app.,13
i do i top up from my apple watch?,2
can i use a check to top up?,58
i don ' t know what a pending payment is.,45
what atms can i use my card at?,3
what do i do after the atm takes my card.,18
why do i have to verify top up?,71
what currency ' s can i exchange for?,33
you provide support in what countries?,24
is there a maximum for top - ups?,60
"i got a message saying i made a withdrawal from the bank machine, but i did not.",20
i got my new card but i am not sure if it need s activated and how?,0
how long can i expect a transfer to pend for?,48
i am suppose to be getting a refund from something i purchased but it hasn ' t showed up in my account.,51
do you do business in the eu?,24
where is a mastercard atm?,3
i ' m still waiting on my new card to be delivered!,11
unable to use my american express with apple pay to top up my account,2
what countries can i use the card in?,24
i am not sure but someone else might be using my card,22
what should i do since my card is trapped in the atm?,18
need help with google pay top up,2
why did the top - up fail?,59
why was my payment reversed?,53
where do i go to cancel a transaction?,8
can i edit my personal details?,30
how can i receive verification for the source of my funds?,70
is there any way to cancel a transfer?,8
why hasn ' t my card arrived yet?,11
help me please! my card was stolen!,41
how long does it take for the transfer to go through?,66
why does my top up say still pending when i used my card to do it.,47
i don ' t know where this debit transaction on my statement came from.,28
how can i go about resetting my passcode?,44
where ' s the verification code for the top - up card?,71
in a recent withdrawal i received less cash than i expected to receive. did someone make an error with the exchange rate?,76
i lost my wallet and all my cards were in it.,41
one of my card payments has reverted,53
can i send a cheque to do my top ups?,58
i believe my exchange rate is incorrect,76
how much will it cost me for a sepa transfer?,56
is it possible that my card payment was reverted?,53
what is the virtual card and how can i get one?,40
why has my transfer been declined?,27
in what way can i change my pin and where do i need to be?,21
i would like a second card.,39
how do you calculate exchange rates?,32
why does the app revert a payment?,53
how do i top - up using cash?,58
where can i change my pin?,21
my card hasn ' t been working for even small transactions today.,14
"how can i fix my card, it got declined twice.",27
"if i can, i would like to get both mastercard and visa from you.",73
how can you assist me on topping up on bank transfers to my account?,65
what is the solution of this problem,11
"i ' m having a problem with a money transfer. i sent some money to a friend a couple of hours ago, and they haven '",66
how much am i charged to receive money?,56
where can i use this card at an atm?,3
i need help with my card!!!!! please. it keeps getting declined when i try to use it. i have tried a,25
my card payment ' s cancelled,53
what should i do to get transactions off of my account if i didn ' t make them? my card must have been compromised and i need,16
what do you base your exchange rates on?,32
what do i need to do to get my salary through this?,50
do i need to add my salary?,50
"my card is broke, what do i do?",14
why did the funds not transfer to another recipient?,66
"i was wondering, can i get my pay in another currency?",50
is it possible to order a card?,43
can i get payed through this system?,50
my transfer seems to be too expensive.,64
i need some help figuring out what this strange payment is on my account. it ' s stays pending and won ' t go away.,34
can i purchase extra non - virtual cards?,39
"my money has gone missing. i had recently added money in, and saw it was there and went through. now it ' s missing.",61
why is my debit card being declined when i have money?,25
are cards available to those outside of the uk?,24
i am waiting for a payment to go through.,45
when will my deposit be processed?,6
how long will it take to have my card mailed to me?,12
why am i being charged again?,63
can i use my american express to add money to my account?,54
i do not have my pin,38
what different currencies can i get?,33
what are the additional charges for a swift transfer?,56
im going to need to make a transfer from a uk account but i need it to go through asap. is that going to be possible,5
why does my money come from?,70
help! when will the card arrive at my home?,12
top - up is loaded into the card and no update.,47
too many times i entered the incorrect pin. how can i get my account unblocked?,49
how does one send me money?,50
card activation steps,0
"i ' ve been trying to transfer funds to top - up my card, but the transaction is not going through. is there something i '",59
how many times can i use the disposable virtual card i have?,29
"i just transferred my friend money, but she hasn ' t received it yet, and it ' s been a few hours. can you tell",66
my card is about to expire. what do i need to do?,9
"give me my card, i need it now!",12
what do i do if someone used my card without my permission?,22
i need a few more physical cards.,39
i don ' t know how to verify my identity.,69
i need a new pin.,21
why was the exchange rate so wrong when i bought something!,17
when will the transaction go through?,45
how can i transfer money to my account?,65
i just did a money transaction but its not showing they received it,66
can i have my account add money automatically in certain intervals?,4
how much is the charge for a foreign currency exchange?,31
how long is a transfer in the pending status?,48
are you available in my country?,24
my virtual card won ' t work.,72
why has transferring money resulted in a charge?,64
i need information about an extra €1 fee in my statement.,34
what is my foreign exchange rate?,32
"someone has access to my card info. i still have the card, but someone just withdrew cash. how do i get this corrected / stopped",20
"my transfer failed, why did that happen?",35
i tried to make a transfer but it failed,35
card refund is not showing up in my statement.,51
i am trying to make a transfer to a different account but they keep getting declined. i have double checked all the details and the information is,27
why haven ' t i received my new card yet?,11
how long do i have to wait for my bank transfer to appear in my account?,5
i did not make this payment that i see in the app.,16
"hi, please help me to request cash back. as i have been withdrawn money from atm, but i got wrong amount. in application its",75
can you close my account please?,55
"i have a disposable card, how many transactions can i make?",29
why did i get charged when getting cash?,19
i topped up my card but the app rejected it.,59
"i think my card is broken or something. i tried using it and it wouldn ' t go through, please help.",14
i lost my wallet and i think someone is withdrawing cash with my card. please help. it is urgent.,20
there are a couple payments with my card displayed in the app which i didn ' t make. what is happening? maybe someone has access to,16
still waiting on my refund...,51
i have a pending transfer,48
i just got my new card but am not sure how to check its pin.,38
"my account got charged for taking out cash, why did this happen?",19
help my find the verification code on a top - up.,71
where can i located the auto - top up option?,4
what do i need for the identity check?,69
what is the atmosphere of it,10
how can i top up with a cheque?,58
which flat currencies are supported for holding and exchange?,36
will the pin come separately?,38
my atm withdrawal was declined.,26
how long will it take for the card to arrive?,12
i tried to top up with my card but it ' s not working. i had just done this a couple days previously and it worked.,59
how do i link an existing card?,13
someone else made a direct debit transaction on my account,28
is it possible to get one the your cards in the eu?,24
i am upset with your service. please delete my account.,55
is my daughter eligible to open an account?,1
i need my card activated.,0
"i ordered something ages ago online but it ' s simply not arriving. i ' ve got enough! give me back my money, i '",52
can i exchange usd and gbp from the app?,33
my bags were stolen. i need a new card but need to cancel the stolen one.,41
i will not be able to verify my identity.,68
i can ' t use my card for anything,14
can you tell me what countries you offer support for?,24
someone stopped my payment,53
how do i add money to my card?,62
i need to know where do my funds come from,70
how can i reset my passcode?,44
i want a virtual card that is disposable,37
what is the strange cash withdrawal on my statement?,20
i punched in the wrong pin too many times and i ' m locked out.,49
i would like to know where my source of funds came from.,70
why is my atm cash withdrawal showing up as a pending transaction?,46
the atm gave me less cash than i requested,75
i cannot get my card out of the atm.,18
my card no longer works.,14
how can i top up my account and which currency can i use?,54
i can not get the app to know it is me.,68
"you can activate your card in a few seconds by going to account, hitting activate, and just following the directions.",0
why is there an extra fee on a transfer?,64
are you going to charge me to top up my card?,57
why do you charge for payments? why aren ' t your charges clearly laid out in the agreement?,15
can i use check to top up,58
"if i request that my funds be held, what currencies do you use?",36
do you process swift transfers?,56
is there a fee for topping up,57
help me. my transfer was declined. how could this happen?,27
"there ' s a €1 fee on my statement, why?",34
why is there an extra dollar charged to my account?,34
i don ' t have a pin at this point.,38
"i have done a transfer within the country the day before yesterday, but it ' s still not there yet. can you please check what '",66
how much do you charge to accept transfers,56
how do i begin the process of a refund?,52
how do i go about getting a virtual card?,40
"i ' d like to get a refund for something i bought, is that possible?",52
what caused my transfer to fail?,35
why can ' t i see a transfer to my account?,5
is there a limit on how much i can top up?,60
how can i tell where the money came from?,70
what are the steps to activate my card?,0
how long does it take to process cheque deposits?,6
why do you need to check my identity?,74
my cash withdrawal was partly declined,75
what is the charge for exchanging currency?,31
"if i have already completed a cash withdrawal at an atm, is it normal for it to show as a pending transaction on the app?",46
my transfer to a beneficiary did not go through. why?,7
"how long do eu transfers take? i bought something online a couple of days ago, sent the money immediately online but the seller says it is",48
delete this account!,55
can i use a different currency with my salary?,50
i want to order a card. where do you deliver to?,43
is my new bank card on the way and is there a way to track it?,11
i did a payment but the app reverted it,53
where ' s the money that got charged to my card? it ' s not showing up in my account balance,62
how do i change my last name?,30
will you accept my other card?,54
what all am i required to show for the identity check?,69
which kind of documentation do i need for identity check?,69
why verify the top - ups?,71
can i track the card that was just sent to me?,11
a transfer was not allowed to an account.,7
what is the procedure for an expired card?,9
"i know there ' s money in my account, why did my account decline me?",25
do i need to verify my identity?,74
i would like it if i could get an item refunded,52
my purchase used the wrong exchange rate,17
how can i exchange currencies,33
"hi, i am unable to see transaction in my account which i made couples of hours ago from my uk account. please help me in this",5
i have tried 5 times at this point to complete a transfer that ' s simply standard. what appears to be the problem? is your system,35
someone hacked into my cards account.,22
i think my top - up has failed.,59
i ' m due a refund and it is not on my statement.,51
the card payment is declined. please inform me why.,25
why was i charged $ 1 in a transaction?,34
is it acceptable to use either visa or mastercard?,73
"card has been received, how will it show up on the app?",13
will you accept my other card from the u. s.?,54
is it possible to purchase more physical cards with my account?,39
can i edit my details?,30
i can ' t get the card itself to work.,14
can i get a visa from you?,73
i see a charge on my account that i don ' t recall making. i feel like my account may have been compromised.,16
do i really need to verify my identity?,74
i can ' t withdraw money,26
how do i convert currencies with the app?,33
"hi, during online shopping payment is getting declined yesterday and today as well. please check the issue.",27
is there always a charge when withdrawing money?,19
how do i get the card linked,13
will i need to order a new card since mine expires next month?,9
atm is broken. it did not give me the full amount ( 30 pounds. ) i ' m standing here with only 10 pounds and it,75
how do i get a new card,43
i am not seeing recent cash withdrawal on my account.,46
can you unlock my pin? i think i entered the wrong pin too many times.,49
what would the age limit be?,1
do you charge extra for exchanging currencies?,31
i need to verify the source of funds.,70
why did my credit card get declined for top up?,59
i made a deposit of cash and check that has not been added to my balance.,6
someone else accessed my account and made a payment.,16
what ' s going on? i was just recently charged for an atm withdrawal. i ' ve never seen this charge before and before it ',19
where can i get a new passcode?,44
what am i supposed to do if the funds haven ' t show up from a transfer completed this morning?,48
can i get a physical card through this app?,43
seems like my top - up has been cancelled,61
how long do i need to wait til my top up isn ' t pending?,47
"i got my american express in apple pay, why is top up not working?",2
do you know the closest atm?,3
do i have to manually top - up my account each time or will it do it on its own?,4
"i tried to withdraw $ 100, all it gave me was $ 20.",75
is there any way for you to find my card?,41
why can ' t the recepient of my money transaction see it?,66
i got charged a service fee on my account. can it be waived since i didn ' t know about it before?,15
the payment i made with my card is not showing up.,53
can i re - link a lost card with the app?,13
i was charged two times for the same thing.,63
do you know how to change my card pin?,21
what is the charge for exchanging currencies?,31
my account balance has not gone up even though i just transferred money into it,5
i did not ask for the amount of cash that i received.,75
how many days processing new card?,23
i have to transfer something to china as fast as i can. how long will it take to arrive in china?,67
"i don ' t want the item, i bought it on accident, can i get a refund?",52
i need to move money to another beneficiary. why is it not working?,7
is it possible for me to get money out in a different currency?,50
how soon do cards arrive after i order them?,12
is there a reason my top - up has been cancelled?,61
are extra charges added for sending out additional cards?,39
i tried to buy something online yesterday but it kept saying declined. tried again today but same thing happened. what ' s wrong?,27
can i link a card of yours i already have?,13
is there a problem with receiving my salary in gbp?,50
are there top up charges for us cards?,57
how do i retrieve my passcode?,44
